nohup: ignoring input
Using device: cuda:1
Run checkpoints will be saved to: training_outputs/ckpts/20260713_012129
Concept branches | visual_concept_on=True | temporal_concepts_on=False | visual_concept_logit_scale=1.0
Train: 21351 windows (/data/quantization/zaima/dh1k/training) | Val: 3722 windows (/data/quantization/zaima/dh1k/testing) | window_len=16
Initialized saliency bias to logit(0.0177) = -4.0163 for: final_upsample_head.head, patch_logit_head
Backbone fine-tuning enabled | effective_batch_size=4 | micro_batch_size=4 | grad_accum_steps=1 | gradient_checkpointing=False | visual_equiv=off

Epoch 1/100

Val epoch 1:  78%|███████▊  | 730/931 [09:08<02:27,  1.36it/s, NSS=3.1201, loss=-0.6679]
Val epoch 1:  78%|███████▊  | 730/931 [09:09<02:27,  1.36it/s, NSS=3.1191, loss=-0.8747]
Val epoch 1:  79%|███████▊  | 731/931 [09:09<02:27,  1.35it/s, NSS=3.1191, loss=-0.8747]
Val epoch 1:  79%|███████▊  | 731/931 [09:09<02:27,  1.35it/s, NSS=3.1178, loss=-0.6925]
Val epoch 1:  79%|███████▊  | 732/931 [09:09<02:27,  1.35it/s, NSS=3.1178, loss=-0.6925]
Val epoch 1:  79%|███████▊  | 732/931 [09:10<02:27,  1.35it/s, NSS=3.1220, loss=-2.9918]
Val epoch 1:  79%|███████▊  | 733/931 [09:10<02:25,  1.36it/s, NSS=3.1220, loss=-2.9918]
Val epoch 1:  79%|███████▊  | 733/931 [09:11<02:25,  1.36it/s, NSS=3.1222, loss=-1.4056]
Val epoch 1:  79%|███████▉  | 734/931 [09:11<02:25,  1.35it/s, NSS=3.1222, loss=-1.4056]
Val epoch 1:  79%|███████▉  | 734/931 [09:12<02:25,  1.35it/s, NSS=3.1217, loss=-0.9668]
Val epoch 1:  79%|███████▉  | 735/931 [09:12<02:25,  1.35it/s, NSS=3.1217, loss=-0.9668]
Val epoch 1:  79%|███████▉  | 735/931 [09:12<02:25,  1.35it/s, NSS=3.1210, loss=-0.9348]
Val epoch 1:  79%|███████▉  | 736/931 [09:12<02:24,  1.35it/s, NSS=3.1210, loss=-0.9348]
Val epoch 1:  79%|███████▉  | 736/931 [09:13<02:24,  1.35it/s, NSS=3.1201, loss=-0.8332]
Val epoch 1:  79%|███████▉  | 737/931 [09:13<02:24,  1.35it/s, NSS=3.1201, loss=-0.8332]
Val epoch 1:  79%|███████▉  | 737/931 [09:14<02:24,  1.35it/s, NSS=3.1185, loss=-0.5925]
Val epoch 1:  79%|███████▉  | 738/931 [09:14<02:23,  1.35it/s, NSS=3.1185, loss=-0.5925]
Val epoch 1:  79%|███████▉  | 738/931 [09:15<02:23,  1.35it/s, NSS=3.1170, loss=-0.5823]
Val epoch 1:  79%|███████▉  | 739/931 [09:15<02:22,  1.35it/s, NSS=3.1170, loss=-0.5823]
Val epoch 1:  79%|███████▉  | 739/931 [09:15<02:22,  1.35it/s, NSS=3.1160, loss=-0.7822]
Val epoch 1:  79%|███████▉  | 740/931 [09:15<02:21,  1.35it/s, NSS=3.1160, loss=-0.7822]
Val epoch 1:  79%|███████▉  | 740/931 [09:16<02:21,  1.35it/s, NSS=3.1152, loss=-0.7948]
Val epoch 1:  80%|███████▉  | 741/931 [09:16<02:20,  1.35it/s, NSS=3.1152, loss=-0.7948]
Val epoch 1:  80%|███████▉  | 741/931 [09:17<02:20,  1.35it/s, NSS=3.1143, loss=-0.8504]
Val epoch 1:  80%|███████▉  | 742/931 [09:17<02:19,  1.35it/s, NSS=3.1143, loss=-0.8504]
Val epoch 1:  80%|███████▉  | 742/931 [09:18<02:19,  1.35it/s, NSS=3.1126, loss=-0.4670]
Val epoch 1:  80%|███████▉  | 743/931 [09:18<02:18,  1.36it/s, NSS=3.1126, loss=-0.4670]
Val epoch 1:  80%|███████▉  | 743/931 [09:18<02:18,  1.36it/s, NSS=3.1100, loss=-0.0837]
Val epoch 1:  80%|███████▉  | 744/931 [09:18<02:17,  1.36it/s, NSS=3.1100, loss=-0.0837]
Val epoch 1:  80%|███████▉  | 744/931 [09:19<02:17,  1.36it/s, NSS=3.1079, loss=-0.2645]
Val epoch 1:  80%|████████  | 745/931 [09:19<02:17,  1.36it/s, NSS=3.1079, loss=-0.2645]
Val epoch 1:  80%|████████  | 745/931 [09:20<02:17,  1.36it/s, NSS=3.1078, loss=-1.2908]
Val epoch 1:  80%|████████  | 746/931 [09:20<02:16,  1.35it/s, NSS=3.1078, loss=-1.2908]
Val epoch 1:  80%|████████  | 746/931 [09:21<02:16,  1.35it/s, NSS=3.1078, loss=-1.2187]
Val epoch 1:  80%|████████  | 747/931 [09:21<02:16,  1.35it/s, NSS=3.1078, loss=-1.2187]
Val epoch 1:  80%|████████  | 747/931 [09:21<02:16,  1.35it/s, NSS=3.1056, loss=-0.3353]
Val epoch 1:  80%|████████  | 748/931 [09:21<02:15,  1.35it/s, NSS=3.1056, loss=-0.3353]
Val epoch 1:  80%|████████  | 748/931 [09:22<02:15,  1.35it/s, NSS=3.1034, loss=-0.2271]
Val epoch 1:  80%|████████  | 749/931 [09:22<02:15,  1.35it/s, NSS=3.1034, loss=-0.2271]
Val epoch 1:  80%|████████  | 749/931 [09:23<02:15,  1.35it/s, NSS=3.1016, loss=-0.5437]
Val epoch 1:  81%|████████  | 750/931 [09:23<02:14,  1.35it/s, NSS=3.1016, loss=-0.5437]
Val epoch 1:  81%|████████  | 750/931 [09:24<02:14,  1.35it/s, NSS=3.0998, loss=-0.3921]
Val epoch 1:  81%|████████  | 751/931 [09:24<02:13,  1.35it/s, NSS=3.0998, loss=-0.3921]
Val epoch 1:  81%|████████  | 751/931 [09:24<02:13,  1.35it/s, NSS=3.0987, loss=-0.8661]
Val epoch 1:  81%|████████  | 752/931 [09:24<02:12,  1.35it/s, NSS=3.0987, loss=-0.8661]
Val epoch 1:  81%|████████  | 752/931 [09:25<02:12,  1.35it/s, NSS=3.0976, loss=-0.7980]
Val epoch 1:  81%|████████  | 753/931 [09:25<02:11,  1.35it/s, NSS=3.0976, loss=-0.7980]
Val epoch 1:  81%|████████  | 753/931 [09:26<02:11,  1.35it/s, NSS=3.0961, loss=-0.5631]
Val epoch 1:  81%|████████  | 754/931 [09:26<02:11,  1.35it/s, NSS=3.0961, loss=-0.5631]
Val epoch 1:  81%|████████  | 754/931 [09:27<02:11,  1.35it/s, NSS=3.0955, loss=-0.8980]
Val epoch 1:  81%|████████  | 755/931 [09:27<02:10,  1.35it/s, NSS=3.0955, loss=-0.8980]
Val epoch 1:  81%|████████  | 755/931 [09:27<02:10,  1.35it/s, NSS=3.0952, loss=-0.9330]
Val epoch 1:  81%|████████  | 756/931 [09:27<02:09,  1.35it/s, NSS=3.0952, loss=-0.9330]
Val epoch 1:  81%|████████  | 756/931 [09:28<02:09,  1.35it/s, NSS=3.0935, loss=-0.5040]
Val epoch 1:  81%|████████▏ | 757/931 [09:28<02:09,  1.34it/s, NSS=3.0935, loss=-0.5040]
Val epoch 1:  81%|████████▏ | 757/931 [09:29<02:09,  1.34it/s, NSS=3.0927, loss=-0.8622]
Val epoch 1:  81%|████████▏ | 758/931 [09:29<02:08,  1.35it/s, NSS=3.0927, loss=-0.8622]
Val epoch 1:  81%|████████▏ | 758/931 [09:29<02:08,  1.35it/s, NSS=3.0923, loss=-1.0907]
Val epoch 1:  82%|████████▏ | 759/931 [09:29<02:07,  1.35it/s, NSS=3.0923, loss=-1.0907]
Val epoch 1:  82%|████████▏ | 759/931 [09:30<02:07,  1.35it/s, NSS=3.0910, loss=-0.5935]
Val epoch 1:  82%|████████▏ | 760/931 [09:30<02:06,  1.35it/s, NSS=3.0910, loss=-0.5935]
Val epoch 1:  82%|████████▏ | 760/931 [09:31<02:06,  1.35it/s, NSS=3.0909, loss=-1.0500]
Val epoch 1:  82%|████████▏ | 761/931 [09:31<02:05,  1.35it/s, NSS=3.0909, loss=-1.0500]
Val epoch 1:  82%|████████▏ | 761/931 [09:32<02:05,  1.35it/s, NSS=3.0902, loss=-0.8951]
Val epoch 1:  82%|████████▏ | 762/931 [09:32<02:04,  1.36it/s, NSS=3.0902, loss=-0.8951]
Val epoch 1:  82%|████████▏ | 762/931 [09:32<02:04,  1.36it/s, NSS=3.0906, loss=-1.2636]
Val epoch 1:  82%|████████▏ | 763/931 [09:32<02:04,  1.35it/s, NSS=3.0906, loss=-1.2636]
Val epoch 1:  82%|████████▏ | 763/931 [09:33<02:04,  1.35it/s, NSS=3.0909, loss=-1.3399]
Val epoch 1:  82%|████████▏ | 764/931 [09:33<02:03,  1.35it/s, NSS=3.0909, loss=-1.3399]
Val epoch 1:  82%|████████▏ | 764/931 [09:34<02:03,  1.35it/s, NSS=3.0906, loss=-1.0456]
Val epoch 1:  82%|████████▏ | 765/931 [09:34<02:02,  1.35it/s, NSS=3.0906, loss=-1.0456]
Val epoch 1:  82%|████████▏ | 765/931 [09:35<02:02,  1.35it/s, NSS=3.0903, loss=-1.1438]
Val epoch 1:  82%|████████▏ | 766/931 [09:35<02:01,  1.35it/s, NSS=3.0903, loss=-1.1438]
Val epoch 1:  82%|████████▏ | 766/931 [09:36<02:01,  1.35it/s, NSS=3.0891, loss=-0.7448]
Val epoch 1:  82%|████████▏ | 767/931 [09:36<02:07,  1.29it/s, NSS=3.0891, loss=-0.7448]
Val epoch 1:  82%|████████▏ | 767/931 [09:36<02:07,  1.29it/s, NSS=3.0893, loss=-1.3331]
Val epoch 1:  82%|████████▏ | 768/931 [09:36<02:04,  1.31it/s, NSS=3.0893, loss=-1.3331]
Val epoch 1:  82%|████████▏ | 768/931 [09:37<02:04,  1.31it/s, NSS=3.0884, loss=-0.8409]
Val epoch 1:  83%|████████▎ | 769/931 [09:37<02:02,  1.32it/s, NSS=3.0884, loss=-0.8409]
Val epoch 1:  83%|████████▎ | 769/931 [09:38<02:02,  1.32it/s, NSS=3.0868, loss=-0.5826]
Val epoch 1:  83%|████████▎ | 770/931 [09:38<02:01,  1.33it/s, NSS=3.0868, loss=-0.5826]
Val epoch 1:  83%|████████▎ | 770/931 [09:38<02:01,  1.33it/s, NSS=3.0862, loss=-1.0067]
Val epoch 1:  83%|████████▎ | 771/931 [09:38<02:00,  1.33it/s, NSS=3.0862, loss=-1.0067]
Val epoch 1:  83%|████████▎ | 771/931 [09:39<02:00,  1.33it/s, NSS=3.0878, loss=-1.8711]
Val epoch 1:  83%|████████▎ | 772/931 [09:39<01:58,  1.34it/s, NSS=3.0878, loss=-1.8711]
Val epoch 1:  83%|████████▎ | 772/931 [09:40<01:58,  1.34it/s, NSS=3.0883, loss=-1.2538]
Val epoch 1:  83%|████████▎ | 773/931 [09:40<01:57,  1.34it/s, NSS=3.0883, loss=-1.2538]
Val epoch 1:  83%|████████▎ | 773/931 [09:41<01:57,  1.34it/s, NSS=3.0897, loss=-1.8981]
Val epoch 1:  83%|████████▎ | 774/931 [09:41<01:56,  1.35it/s, NSS=3.0897, loss=-1.8981]
Val epoch 1:  83%|████████▎ | 774/931 [09:41<01:56,  1.35it/s, NSS=3.0902, loss=-1.3505]
Val epoch 1:  83%|████████▎ | 775/931 [09:41<01:54,  1.36it/s, NSS=3.0902, loss=-1.3505]
Val epoch 1:  83%|████████▎ | 775/931 [09:42<01:54,  1.36it/s, NSS=3.0907, loss=-1.3524]
Val epoch 1:  83%|████████▎ | 776/931 [09:42<01:53,  1.36it/s, NSS=3.0907, loss=-1.3524]
Val epoch 1:  83%|████████▎ | 776/931 [09:43<01:53,  1.36it/s, NSS=3.0923, loss=-1.9413]
Val epoch 1:  83%|████████▎ | 777/931 [09:43<01:52,  1.37it/s, NSS=3.0923, loss=-1.9413]
Val epoch 1:  83%|████████▎ | 777/931 [09:44<01:52,  1.37it/s, NSS=3.0931, loss=-1.5895]
Val epoch 1:  84%|████████▎ | 778/931 [09:44<01:51,  1.37it/s, NSS=3.0931, loss=-1.5895]
Val epoch 1:  84%|████████▎ | 778/931 [09:44<01:51,  1.37it/s, NSS=3.0941, loss=-1.6931]
Val epoch 1:  84%|████████▎ | 779/931 [09:44<01:51,  1.37it/s, NSS=3.0941, loss=-1.6931]
Val epoch 1:  84%|████████▎ | 779/931 [09:45<01:51,  1.37it/s, NSS=3.0939, loss=-1.0343]
Val epoch 1:  84%|████████▍ | 780/931 [09:45<01:51,  1.36it/s, NSS=3.0939, loss=-1.0343]
Val epoch 1:  84%|████████▍ | 780/931 [09:46<01:51,  1.36it/s, NSS=3.0907, loss=0.1991] 
Val epoch 1:  84%|████████▍ | 781/931 [09:46<01:50,  1.35it/s, NSS=3.0907, loss=0.1991]
Val epoch 1:  84%|████████▍ | 781/931 [09:47<01:50,  1.35it/s, NSS=3.0917, loss=-1.4869]
Val epoch 1:  84%|████████▍ | 782/931 [09:47<01:49,  1.36it/s, NSS=3.0917, loss=-1.4869]
Val epoch 1:  84%|████████▍ | 782/931 [09:47<01:49,  1.36it/s, NSS=3.0907, loss=-0.7664]
Val epoch 1:  84%|████████▍ | 783/931 [09:47<01:49,  1.35it/s, NSS=3.0907, loss=-0.7664]
Val epoch 1:  84%|████████▍ | 783/931 [09:48<01:49,  1.35it/s, NSS=3.0878, loss=0.0923] 
Val epoch 1:  84%|████████▍ | 784/931 [09:48<01:48,  1.35it/s, NSS=3.0878, loss=0.0923]
Val epoch 1:  84%|████████▍ | 784/931 [09:49<01:48,  1.35it/s, NSS=3.0882, loss=-1.4175]
Val epoch 1:  84%|████████▍ | 785/931 [09:49<01:47,  1.35it/s, NSS=3.0882, loss=-1.4175]
Val epoch 1:  84%|████████▍ | 785/931 [09:50<01:47,  1.35it/s, NSS=3.0903, loss=-2.0699]
Val epoch 1:  84%|████████▍ | 786/931 [09:50<01:47,  1.35it/s, NSS=3.0903, loss=-2.0699]
Val epoch 1:  84%|████████▍ | 786/931 [09:50<01:47,  1.35it/s, NSS=3.0912, loss=-1.4930]
Val epoch 1:  85%|████████▍ | 787/931 [09:50<01:46,  1.36it/s, NSS=3.0912, loss=-1.4930]
Val epoch 1:  85%|████████▍ | 787/931 [09:51<01:46,  1.36it/s, NSS=3.0932, loss=-2.0125]
Val epoch 1:  85%|████████▍ | 788/931 [09:51<01:45,  1.36it/s, NSS=3.0932, loss=-2.0125]
Val epoch 1:  85%|████████▍ | 788/931 [09:52<01:45,  1.36it/s, NSS=3.0950, loss=-1.9088]
Val epoch 1:  85%|████████▍ | 789/931 [09:52<01:44,  1.36it/s, NSS=3.0950, loss=-1.9088]
Val epoch 1:  85%|████████▍ | 789/931 [09:52<01:44,  1.36it/s, NSS=3.0972, loss=-2.1212]
Val epoch 1:  85%|████████▍ | 790/931 [09:52<01:43,  1.36it/s, NSS=3.0972, loss=-2.1212]
Val epoch 1:  85%|████████▍ | 790/931 [09:53<01:43,  1.36it/s, NSS=3.0974, loss=-1.2569]
Val epoch 1:  85%|████████▍ | 791/931 [09:53<01:42,  1.36it/s, NSS=3.0974, loss=-1.2569]
Val epoch 1:  85%|████████▍ | 791/931 [09:54<01:42,  1.36it/s, NSS=3.0989, loss=-1.8360]
Val epoch 1:  85%|████████▌ | 792/931 [09:54<01:42,  1.36it/s, NSS=3.0989, loss=-1.8360]
Val epoch 1:  85%|████████▌ | 792/931 [09:55<01:42,  1.36it/s, NSS=3.0999, loss=-1.6641]
Val epoch 1:  85%|████████▌ | 793/931 [09:55<01:41,  1.36it/s, NSS=3.0999, loss=-1.6641]
Val epoch 1:  85%|████████▌ | 793/931 [09:55<01:41,  1.36it/s, NSS=3.0985, loss=-0.6473]
Val epoch 1:  85%|████████▌ | 794/931 [09:55<01:41,  1.35it/s, NSS=3.0985, loss=-0.6473]
Val epoch 1:  85%|████████▌ | 794/931 [09:56<01:41,  1.35it/s, NSS=3.0972, loss=-0.6888]
Val epoch 1:  85%|████████▌ | 795/931 [09:56<01:40,  1.35it/s, NSS=3.0972, loss=-0.6888]
Val epoch 1:  85%|████████▌ | 795/931 [09:57<01:40,  1.35it/s, NSS=3.0949, loss=-0.2044]
Val epoch 1:  85%|████████▌ | 796/931 [09:57<01:39,  1.35it/s, NSS=3.0949, loss=-0.2044]
Val epoch 1:  85%|████████▌ | 796/931 [09:58<01:39,  1.35it/s, NSS=3.0919, loss=0.1273] 
Val epoch 1:  86%|████████▌ | 797/931 [09:58<01:38,  1.35it/s, NSS=3.0919, loss=0.1273]
Val epoch 1:  86%|████████▌ | 797/931 [09:58<01:38,  1.35it/s, NSS=3.0883, loss=0.4663]
Val epoch 1:  86%|████████▌ | 798/931 [09:58<01:38,  1.35it/s, NSS=3.0883, loss=0.4663]
Val epoch 1:  86%|████████▌ | 798/931 [09:59<01:38,  1.35it/s, NSS=3.0866, loss=-0.4069]
Val epoch 1:  86%|████████▌ | 799/931 [09:59<01:37,  1.35it/s, NSS=3.0866, loss=-0.4069]
Val epoch 1:  86%|████████▌ | 799/931 [10:00<01:37,  1.35it/s, NSS=3.0845, loss=-0.3717]
Val epoch 1:  86%|████████▌ | 800/931 [10:00<01:36,  1.35it/s, NSS=3.0845, loss=-0.3717]
Val epoch 1:  86%|████████▌ | 800/931 [10:01<01:36,  1.35it/s, NSS=3.0832, loss=-0.6091]
Val epoch 1:  86%|████████▌ | 801/931 [10:01<01:36,  1.35it/s, NSS=3.0832, loss=-0.6091]
Val epoch 1:  86%|████████▌ | 801/931 [10:01<01:36,  1.35it/s, NSS=3.0830, loss=-1.1496]
Val epoch 1:  86%|████████▌ | 802/931 [10:01<01:35,  1.35it/s, NSS=3.0830, loss=-1.1496]
Val epoch 1:  86%|████████▌ | 802/931 [10:02<01:35,  1.35it/s, NSS=3.0822, loss=-0.9902]
Val epoch 1:  86%|████████▋ | 803/931 [10:02<01:34,  1.35it/s, NSS=3.0822, loss=-0.9902]
Val epoch 1:  86%|████████▋ | 803/931 [10:03<01:34,  1.35it/s, NSS=3.0807, loss=-0.6336]
Val epoch 1:  86%|████████▋ | 804/931 [10:03<01:34,  1.34it/s, NSS=3.0807, loss=-0.6336]
Val epoch 1:  86%|████████▋ | 804/931 [10:04<01:34,  1.34it/s, NSS=3.0812, loss=-1.5202]
Val epoch 1:  86%|████████▋ | 805/931 [10:04<01:33,  1.35it/s, NSS=3.0812, loss=-1.5202]
Val epoch 1:  86%|████████▋ | 805/931 [10:04<01:33,  1.35it/s, NSS=3.0814, loss=-1.4282]
Val epoch 1:  87%|████████▋ | 806/931 [10:04<01:32,  1.35it/s, NSS=3.0814, loss=-1.4282]
Val epoch 1:  87%|████████▋ | 806/931 [10:05<01:32,  1.35it/s, NSS=3.0823, loss=-1.6924]
Val epoch 1:  87%|████████▋ | 807/931 [10:05<01:31,  1.35it/s, NSS=3.0823, loss=-1.6924]
Val epoch 1:  87%|████████▋ | 807/931 [10:06<01:31,  1.35it/s, NSS=3.0828, loss=-1.4956]
Val epoch 1:  87%|████████▋ | 808/931 [10:06<01:31,  1.35it/s, NSS=3.0828, loss=-1.4956]
Val epoch 1:  87%|████████▋ | 808/931 [10:07<01:31,  1.35it/s, NSS=3.0822, loss=-1.0022]
Val epoch 1:  87%|████████▋ | 809/931 [10:07<01:30,  1.35it/s, NSS=3.0822, loss=-1.0022]
Val epoch 1:  87%|████████▋ | 809/931 [10:07<01:30,  1.35it/s, NSS=3.0807, loss=-0.6541]
Val epoch 1:  87%|████████▋ | 810/931 [10:07<01:30,  1.34it/s, NSS=3.0807, loss=-0.6541]
Val epoch 1:  87%|████████▋ | 810/931 [10:08<01:30,  1.34it/s, NSS=3.0796, loss=-0.7760]
Val epoch 1:  87%|████████▋ | 811/931 [10:08<01:29,  1.34it/s, NSS=3.0796, loss=-0.7760]
Val epoch 1:  87%|████████▋ | 811/931 [10:09<01:29,  1.34it/s, NSS=3.0808, loss=-1.6796]
Val epoch 1:  87%|████████▋ | 812/931 [10:09<01:27,  1.35it/s, NSS=3.0808, loss=-1.6796]
Val epoch 1:  87%|████████▋ | 812/931 [10:09<01:27,  1.35it/s, NSS=3.0815, loss=-1.6311]
Val epoch 1:  87%|████████▋ | 813/931 [10:09<01:26,  1.36it/s, NSS=3.0815, loss=-1.6311]
Val epoch 1:  87%|████████▋ | 813/931 [10:10<01:26,  1.36it/s, NSS=3.0817, loss=-1.2317]
Val epoch 1:  87%|████████▋ | 814/931 [10:10<01:26,  1.36it/s, NSS=3.0817, loss=-1.2317]
Val epoch 1:  87%|████████▋ | 814/931 [10:11<01:26,  1.36it/s, NSS=3.0831, loss=-1.8302]
Val epoch 1:  88%|████████▊ | 815/931 [10:11<01:25,  1.36it/s, NSS=3.0831, loss=-1.8302]
Val epoch 1:  88%|████████▊ | 815/931 [10:12<01:25,  1.36it/s, NSS=3.0832, loss=-1.1396]
Val epoch 1:  88%|████████▊ | 816/931 [10:12<01:24,  1.36it/s, NSS=3.0832, loss=-1.1396]
Val epoch 1:  88%|████████▊ | 816/931 [10:12<01:24,  1.36it/s, NSS=3.0840, loss=-1.6533]
Val epoch 1:  88%|████████▊ | 817/931 [10:12<01:23,  1.36it/s, NSS=3.0840, loss=-1.6533]
Val epoch 1:  88%|████████▊ | 817/931 [10:13<01:23,  1.36it/s, NSS=3.0846, loss=-1.4303]
Val epoch 1:  88%|████████▊ | 818/931 [10:13<01:23,  1.35it/s, NSS=3.0846, loss=-1.4303]
Val epoch 1:  88%|████████▊ | 818/931 [10:14<01:23,  1.35it/s, NSS=3.0854, loss=-1.7924]
Val epoch 1:  88%|████████▊ | 819/931 [10:14<01:22,  1.35it/s, NSS=3.0854, loss=-1.7924]
Val epoch 1:  88%|████████▊ | 819/931 [10:15<01:22,  1.35it/s, NSS=3.0860, loss=-1.5320]
Val epoch 1:  88%|████████▊ | 820/931 [10:15<01:21,  1.35it/s, NSS=3.0860, loss=-1.5320]
Val epoch 1:  88%|████████▊ | 820/931 [10:15<01:21,  1.35it/s, NSS=3.0877, loss=-1.7993]
Val epoch 1:  88%|████████▊ | 821/931 [10:15<01:21,  1.36it/s, NSS=3.0877, loss=-1.7993]
Val epoch 1:  88%|████████▊ | 821/931 [10:16<01:21,  1.36it/s, NSS=3.0878, loss=-1.2603]
Val epoch 1:  88%|████████▊ | 822/931 [10:16<01:22,  1.32it/s, NSS=3.0878, loss=-1.2603]
Val epoch 1:  88%|████████▊ | 822/931 [10:17<01:22,  1.32it/s, NSS=3.0873, loss=-0.9248]
Val epoch 1:  88%|████████▊ | 823/931 [10:17<01:21,  1.33it/s, NSS=3.0873, loss=-0.9248]
Val epoch 1:  88%|████████▊ | 823/931 [10:18<01:21,  1.33it/s, NSS=3.0891, loss=-2.1733]
Val epoch 1:  89%|████████▊ | 824/931 [10:18<01:20,  1.34it/s, NSS=3.0891, loss=-2.1733]
Val epoch 1:  89%|████████▊ | 824/931 [10:18<01:20,  1.34it/s, NSS=3.0887, loss=-0.8996]
Val epoch 1:  89%|████████▊ | 825/931 [10:18<01:19,  1.34it/s, NSS=3.0887, loss=-0.8996]
Val epoch 1:  89%|████████▊ | 825/931 [10:19<01:19,  1.34it/s, NSS=3.0883, loss=-1.1258]
Val epoch 1:  89%|████████▊ | 826/931 [10:19<01:20,  1.31it/s, NSS=3.0883, loss=-1.1258]
Val epoch 1:  89%|████████▊ | 826/931 [10:20<01:20,  1.31it/s, NSS=3.0884, loss=-1.3288]
Val epoch 1:  89%|████████▉ | 827/931 [10:20<01:24,  1.23it/s, NSS=3.0884, loss=-1.3288]
